"file","language","code","blank","comment"
".\src\app\(boffmedia)\admin\events\_components\achievements\AchievementLoadingState.tsx","TypeScript","13","2","0"
".\src\app\GlobalProviders.tsx","TypeScript","13","1","0"
".\src\app\(clones)\ciclosimitacion\_components\TopBar.tsx","TypeScript","13","1","0"
".\src\app\(boffmedia)\admin\events\_components\teams\TeamLoadingState.tsx","TypeScript","13","2","0"
".\src\hooks\pokemon\useGetNextPrev.ts","TypeScript","12","3","0"
".\src\hooks\pokemon\useGetMoves.ts","TypeScript","12","3","0"
".\src\hooks\pokemon\useGetPokemonByBiome.ts","TypeScript","12","3","0"
".\src\hooks\pokemon\useGetPokemonByMove.ts","TypeScript","12","3","0"
".\src\hooks\pokemon\useGetPokemonByDex.ts","TypeScript","12","3","0"
".\src\hooks\pokemon\useGetMove.ts","TypeScript","12","3","0"
".\src\hooks\pokemon\useGetAllPokemon.ts","TypeScript","12","3","0"
".\src\hooks\pokemon\useGetAllMoves.ts","TypeScript","12","3","0"
".\src\hooks\pokemon\useGetBiomes.ts","TypeScript","12","3","0"
".\src\hooks\pokemon\useGetItemSprite.ts","TypeScript","12","3","0"
".\src\hooks\pokemon\useGetEvoTree.ts","TypeScript","12","3","0"
".\src\hooks\starbank\useGetTransactions.ts","TypeScript","12","3","0"
".\src\hooks\starbank\useGetBalance.ts","TypeScript","12","3","0"
".\src\hooks\starbank\useGetTransfers.ts","TypeScript","12","3","0"
".\src\tools\pmd-sky\_hooks\useCopyToClipboard.ts","TypeScript","12","3","0"
".\src\hooks\users\useGetAllUsers.ts","TypeScript","12","3","0"
".\src\hooks\starbank\useGetAllAccounts.ts","TypeScript","12","3","0"
".\src\hooks\pokemon\useGetRegistries.ts","TypeScript","12","3","0"
".\src\hooks\pokemon\useGetPokemonNames.ts","TypeScript","12","3","0"
".\src\hooks\pokemon\useSearchPokemonByName.ts","TypeScript","12","3","0"
".\src\hooks\starbank\useGetAccounts.ts","TypeScript","12","3","0"
".\src\hooks\regions\useGetRegions.ts","TypeScript","12","3","0"
".\src\hooks\pokemon\useGetAbility.ts","TypeScript","12","2","0"
".\src\hooks\documents\useGetDocument.ts","TypeScript","12","3","0"
".\src\hooks\chatapp\useGetMessages.ts","TypeScript","12","3","0"
".\src\hooks\documents\useGetNotes.ts","TypeScript","12","3","0"
".\src\hooks\events\useGetEvent.ts","TypeScript","12","3","0"
".\src\hooks\events\useGetAchievements.ts","TypeScript","12","3","0"
".\src\hooks\chatapp\useGetChats.ts","TypeScript","12","3","0"
".\src\hooks\_main\useGetArceuSpeak.ts","TypeScript","12","3","0"
".\scripts\run-cloc.sh","Bourne Shell","12","2","2"
".\src\hooks\_main\useGetPerformance.ts","TypeScript","12","4","0"
".\src\hooks\apps\useGetAppsForPlayer.ts","TypeScript","12","3","0"
".\src\hooks\apps\useFindAllApps.ts","TypeScript","12","3","0"
".\src\hooks\misiones\useGetAllQuests.ts","TypeScript","12","3","0"
".\src\hooks\mina\useGetHistory.ts","TypeScript","12","3","0"
".\src\hooks\misiones\useGetQuestsForUser.ts","TypeScript","12","3","0"
".\src\hooks\player\useGetPlayerTeam.ts","TypeScript","12","3","0"
".\src\hooks\player\useGetPlayerStats.ts","TypeScript","12","3","0"
".\src\hooks\liga\useGetReplay.ts","TypeScript","12","2","0"
".\src\hooks\events\useGetGame.ts","TypeScript","12","3","0"
".\src\hooks\events\useGetEvents.ts","TypeScript","12","3","0"
".\src\hooks\events\useGetGames.ts","TypeScript","12","3","0"
".\src\hooks\events\useGetTeams.ts","TypeScript","12","3","0"
".\src\hooks\events\useGetLeaderboards.ts","TypeScript","12","3","0"
".\src\hooks\pokemon\useGetPokemonByAbility.ts","TypeScript","11","2","0"
".\src\hooks\pokemon\useGetAllAbilities.ts","TypeScript","11","2","0"
".\src\app\wingull\_components\Footer.tsx","TypeScript","11","0","0"
".\src\types\dto\create-medal.dto.ts","TypeScript","11","0","0"
".\src\tools\pmd-sky\_components\index.ts","TypeScript","11","0","2"
".\src\providers\SessionProvider.tsx","TypeScript","11","2","0"
".\src\app\(boffmedia)\(eventos)\layout.tsx","TypeScript","11","0","0"
".\src\app\(boffmedia)\(eventos)\juegos\_components\GamesList.tsx","TypeScript","11","1","0"
".\src\app\(boffmedia)\(eventos)\eventos\_components\EventsList.tsx","TypeScript","11","1","0"
".\src\app\smartrotom\mewtwitch\page.tsx","TypeScript","11","2","0"
".\src\app\smartrotom\mewtube\page.tsx","TypeScript","11","2","0"
".\src\app\(boffmedia)\(herramientas)\otros\sorteos\types.ts","TypeScript","11","1","0"
".\src\types\dto\battle-achievement-dto.ts","TypeScript","10","1","0"
".\src\types\dto\create-event.dto.ts","TypeScript","10","0","0"
".\src\utils\breadcrumb-rewrite.ts","TypeScript","10","3","0"
".\src\app\auth\unauthorized\page.tsx","TypeScript","10","0","0"
".\src\app\smartrotom\furrettoday\editar\page.tsx","TypeScript","10","3","1"
".\src\app\smartrotom\taxi\utils\constants.ts","TypeScript","10","2","2"
".\src\app\smartrotom\mewtwitch\history\page.tsx","TypeScript","9","1","0"
".\src\app\smartrotom\mewtube\history\page.tsx","TypeScript","9","1","0"
".\src\app\smartrotom\liga\_types\Logro.ts","TypeScript","9","2","0"
".\src\components\smartrotom\shared\index.ts","TypeScript","9","1","2"
".\src\components\smartrotom\apps\AppList.tsx","TypeScript","9","2","0"
".\src\app\smartrotom\not-found.tsx","TypeScript","9","0","0"
".\src\app\api\auth\signin\page.tsx","TypeScript","9","1","0"
".\src\app\(boffmedia)\(herramientas)\pokemon\tcgpocket\galeria\[username]\page.tsx","TypeScript","9","1","0"
".\scripts\run-cloc.ps1","PowerShell","9","3","1"
".\src\app\battlesim\mods\teras\abilities.ts","TypeScript","9","2","0"
".\src\app\battlesim\_utils\BattleBackground.ts","TypeScript","9","2","11"
".\src\app\auth\page.tsx","TypeScript","9","2","0"
".\src\types\dto\create-achievement.dto.ts","TypeScript","8","0","0"
".\src\components\smartrotom\ficusai\index.ts","TypeScript","8","0","0"
".\src\app\test\page.tsx","TypeScript","8","1","0"
".\src\types\region.ts","TypeScript","8","2","0"
".\src\types\dto\create-shop-transaction-dto.ts","TypeScript","8","2","0"
".\src\types\dto\create-document.dto.ts","TypeScript","8","1","0"
".\src\app\smartrotom\arcade\maze\page.tsx","TypeScript","8","2","0"
".\src\app\smartrotom\arcade\loot\_utils\calculateLootBoxOdds.ts","TypeScript","8","3","8"
".\src\app\(boffmedia)\blanco\page.tsx","TypeScript","8","1","0"
".\src\app\smartrotom\notas\_types\Document.ts","TypeScript","8","1","0"
".\src\app\smartrotom\mina\_types\History.ts","TypeScript","8","2","0"
".\src\app\smartrotom\liga\page.tsx","TypeScript","8","1","0"
".\src\app\smartrotom\chatapp\_components\SystemMessage.tsx","TypeScript","7","0","0"
".\src\app\localtest\page.tsx","TypeScript","7","0","0"
".\src\services\api\smartrotom\ligaService.ts","TypeScript","7","3","3"
".\src\app\smartrotom\mina\_components\MenuWrapper.tsx","TypeScript","7","0","0"
".\src\app\battlesim\TerasDex.ts","TypeScript","7","4","0"
".\src\app\(blog)\blog\page.tsx","TypeScript","7","1","0"
".\src\app\battlesim\mods\teras\index.ts","TypeScript","7","0","0"
".\src\app\battlesim\_components\LogComponent.tsx","TypeScript","7","2","0"
".\src\types\dto\create-transfer-dto.ts","TypeScript","6","2","0"
".\src\types\dto\create-team.dto.ts","TypeScript","6","0","0"
".\src\types\dto\taxi-stop.dto.ts","TypeScript","6","0","0"
".\src\types\dto\update-progress.dto.ts","TypeScript","6","0","0"
".\src\types\dto\transfer-from-main-dto.ts","TypeScript","6","0","0"
".\src\types\dto\create-game.dto.ts","TypeScript","6","0","0"
".\src\app\battlesim\page.tsx","TypeScript","6","1","0"
".\postcss.config.js","JavaScript","6","0","0"
".\src\app\smartrotom\404\page.tsx","TypeScript","6","1","0"
".\src\app\smartrotom\notas\page.tsx","TypeScript","6","2","0"
".\src\app\smartrotom\arcade\test\page.tsx","TypeScript","6","1","0"
".\src\services\api\smartrotom\regionService.ts","TypeScript","5","2","0"
".\src\components\smartrotom\WebExterna.tsx","TypeScript","5","0","0"
".\src\types\dto\create-chat-dto.ts","TypeScript","5","1","0"
".\src\types\dto\update-achievement-progress.dto.ts","TypeScript","5","1","0"
".\src\types\dto\create-user.dto.ts","TypeScript","5","0","0"
".\src\app\battlesim\mods\teras\formats-data.ts","TypeScript","5","2","0"
".\src\app\(boffmedia)\(eventos)\index.ts","TypeScript","5","0","1"
".\src\app\smartrotom\arcade\test\_util\constants.ts","TypeScript","5","0","0"
".\src\components\boffmedia\sections\index.ts","TypeScript","5","0","0"
".\src\app\smartrotom\liga\utils.ts","TypeScript","5","1","0"
".\src\types\dto\create-account-dto.ts","TypeScript","4","2","0"
".\src\types\dto\create-chat-message-dto.ts","TypeScript","4","1","0"
".\src\lib\drag-and-drop.ts","TypeScript","4","1","3"
".\src\lib\toast.ts","TypeScript","4","2","0"
".\src\types\dto\teleport-player.dto.ts","TypeScript","4","0","0"
".\src\types\dto\trainer-defeat-money-dto.ts","TypeScript","4","2","0"
".\src\types\dto\news-status-dto.ts","TypeScript","4","0","0"
".\src\types\dto\npc-image-dto.ts","TypeScript","4","0","0"
".\src\app\smartrotom\pc\utils\constants.ts","TypeScript","4","0","1"
".\src\app\(boffmedia)\perfil\page.tsx","TypeScript","4","1","0"
".\src\app\api\auth\[...nextauth]\route.ts","TypeScript","4","3","0"
".\src\app\(boffmedia)\(herramientas)\otros\keys\page.tsx","TypeScript","4","1","0"
".\src\app\(boffmedia)\(herramientas)\pokemon\pmdsky\page.tsx","TypeScript","4","1","0"
".\src\app\smartrotom\(redirects)\showdown\page.tsx","TypeScript","4","1","0"
".\src\app\smartrotom\arcade\squirdle\page.tsx","TypeScript","4","2","0"
".\src\app\smartrotom\(redirects)\mapa\page.tsx","TypeScript","4","1","0"
".\src\app\smartrotom\(redirects)\navegador\page.tsx","TypeScript","4","1","0"
".\src\tools\pmd-sky\_hooks\index.ts","TypeScript","3","0","0"
".\src\context\SubdomainContext.tsx","TypeScript","3","2","0"
".\src\types\dto\uuid-dto.ts","TypeScript","3","0","0"
".\src\types\dto\join-team.dto.ts","TypeScript","3","0","0"
".\src\app\battlesim\mods\teras\scripts.ts","TypeScript","3","1","0"
".\src\app\battlesim\mods\teras\items.ts","TypeScript","3","2","0"
".\src\app\battlesim\_utils\battleUtils.ts","TypeScript","3","0","0"
".\src\app\battlesim\mods\teras\moves.ts","TypeScript","3","2","0"
".\src\app\battlesim\mods\teras\learnsets.ts","TypeScript","3","1","0"
".\src\types\dto\update-user.dto.ts","TypeScript","2","1","0"
".\src\components\common\ckeditor\ckeditor.js","JavaScript","2","0","4"
".\next-env.d.ts","TypeScript","1","1","4"
".\src\app\smartrotom\chatapp\page copy.tsx","TypeScript","0","12","38"
".\src\app\battlesim\replay\page2.tsx","TypeScript","0","20","378"
".\src\app\battlesim\_components\BattleCanvas copy.tsx","TypeScript","0","11","85"
